thinkBack: Stock quote and option quote for SPY on 10/31/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
176.29,-.88,"140,001,830",177.38,177.51,175.66

Theo parameters
Theo date,Theo stock price,Theo volatility
11/1/13,+.00,+0.00%

NOV1 13  (2)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.23,.01,-.01,.56,.40,3.09,13.49%,18.66%,81.34%,42.02%,282,"9,516",0,3.09,3.02,3.16,DEC 14,195,24.87,25.18,-.75,.01,-.01,.57,-1.78,25.02,14.11%,80.45%,19.55%,44.02%,10,15,18.71,6.315
.17,.01,-.01,.47,.30,2.04,13.01%,13.56%,86.44%,30.27%,350,"15,980",0,2.035,1.97,2.10,DEC 14,200,28.84,29.17,-.80,.01,-.01,.49,-1.93,29.00,13.82%,85.18%,14.82%,33.10%,0,66,23.71,5.295
.12,.01,.00,.37,.22,1.31,12.67%,9.53%,90.47%,21.11%,491,652,0,1.315,1.26,1.37,DEC 14,205,33.14,33.47,-.84,.01,-.01,.42,-2.07,33.31,13.73%,88.85%,11.15%,24.72%,0,0,28.71,4.595
.08,.01,.00,.29,.15,.84,12.46%,6.56%,93.44%,14.42%,0,"11,318",0,.845,.79,.90,DEC 14,210,37.68,38.03,-.87,.01,-.01,.35,-2.18,37.86,13.86%,91.48%,8.52%,18.77%,0,28,33.71,4.145

DEC 14  (415)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.80,.01,-.01,.49,.77,29.00,19.91%,71.71%,28.29%,51.11%,0,0,26.29,2.71,26.73,31.27,DEC 14,150,4.79,7.26,-.23,.01,-.02,.56,-.52,6.03,21.72%,30.58%,69.42%,55.03%,0,18,0,6.025
.75,.01,-.01,.57,.83,25.36,19.85%,66.34%,33.66%,60.45%,0,1,21.29,4.07,23.43,27.29,DEC 14,155,6.11,6.88,-.26,.01,-.02,.60,-.59,6.49,19.78%,33.58%,66.42%,60.31%,0,25,0,6.495
.70,.01,-.01,.63,.85,21.36,18.74%,61.80%,38.20%,68.30%,0,32,16.29,5.07,20.51,22.21,DEC 14,160,7.26,7.84,-.30,.01,-.02,.65,-.69,7.55,18.61%,38.07%,61.93%,68.08%,0,39,0,7.55
.70,.01,-.01,.63,.85,20.08,17.72%,61.62%,38.38%,68.62%,0,10,15.29,4.79,18.38,21.78,DEC 14,161,5.49,8.46,-.30,.01,-.02,.65,-.69,6.98,17.14%,37.76%,62.24%,67.56%,0,18,0,6.975
.65,.01,-.01,.68,.85,17.55,17.62%,56.66%,43.34%,77.03%,0,23,11.29,6.265,17.11,18.00,DEC 14,165,8.67,9.46,-.35,.01,-.02,.69,-.81,9.07,17.84%,43.51%,56.49%,77.32%,0,10,0,9.065
.59,.01,-.01,.71,.82,14.15,16.72%,50.77%,49.23%,86.86%,0,27,6.29,7.86,13.63,14.67,DEC 14,170,10.50,11.54,-.41,.01,-.02,.72,-.95,11.02,17.33%,49.51%,50.49%,87.32%,0,20,0,11.02
.52,.01,-.01,.73,.77,11.27,16.13%,44.36%,55.64%,97.31%,0,13,1.29,9.985,10.91,11.64,DEC 14,175,10.64,13.48,-.48,.01,-.02,.74,-1.10,12.06,15.17%,55.58%,44.42%,97.14%,0,6,0,12.06
.44,.01,-.01,.73,.69,8.61,15.37%,37.74%,62.26%,87.67%,0,36,0,8.61,8.26,8.96,DEC 14,180,13.16,15.88,-.55,.01,-.02,.73,-1.28,14.52,14.51%,62.60%,37.40%,86.93%,0,0,3.71,10.81
.37,.01,-.01,.70,.60,6.35,14.67%,31.05%,68.95%,71.31%,0,50,0,6.35,5.94,6.76,DEC 14,185,17.78,18.88,-.61,.01,-.02,.70,-1.44,18.33,15.26%,68.49%,31.51%,72.36%,0,0,8.71,9.62
.31,.01,-.01,.66,.53,5.37,15.35%,26.03%,73.97%,59.20%,0,87,0,5.37,4.16,6.58,DEC 14,190,20.12,23.84,-.67,.01,-.02,.66,-1.59,21.98,15.41%,73.92%,26.08%,59.32%,0,0,13.71,8.27
.22,.01,-.01,.56,.39,3.01,13.34%,18.43%,81.57%,41.50%,0,10,0,3.005,2.73,3.28,DEC 14,195,23.92,26.33,-.74,.01,-.02,.58,-1.77,25.12,14.28%,80.21%,19.79%,44.57%,0,0,18.71,6.415
.18,.01,-.01,.50,.33,2.40,13.77%,14.75%,85.25%,32.93%,1,20,0,2.40,0,4.80,DEC 14,200,26.75,31.50,-.79,.01,-.01,.50,-1.92,29.12,14.06%,84.82%,15.18%,33.91%,0,0,23.71,5.415
.17,.01,-.01,.47,.30,2.40,15.23%,13.27%,86.73%,29.49%,0,0,0,2.40,0,4.80,DEC 14,205,31.10,35.85,-.83,.01,-.01,.43,-2.05,33.48,14.13%,88.26%,11.74%,26.04%,0,0,28.71,4.765
.16,.01,-.01,.45,.28,2.40,16.61%,12.08%,87.92%,26.75%,10,0,0,2.40,0,4.80,DEC 14,210,35.58,40.05,-.87,.01,-.01,.35,-2.18,37.82,13.75%,91.64%,8.36%,18.42%,0,0,33.71,4.105

JAN 15  (443)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.80,.01,-.01,.51,.82,30.15,20.17%,71.43%,28.57%,51.50%,0,453,27.29,2.865,29.98,30.33,JAN 15,149,5.20,5.35,-.21,.01,-.01,.56,-.51,5.28,20.18%,28.58%,71.42%,51.52%,6,"5,822",0,5.275
.80,.01,-.01,.52,.83,29.32,20.00%,70.62%,29.38%,52.92%,2,"3,178",26.29,3.035,29.15,29.50,JAN 15,150,5.40,5.55,-.22,.01,-.01,.57,-.53,5.48,20.02%,29.40%,70.60%,52.96%,611,"19,385",0,5.475
.75,.01,-.01,.59,.88,25.29,19.18%,66.27%,33.73%,60.48%,41,"3,842",21.29,3.995,25.11,25.46,JAN 15,155,6.51,6.67,-.26,.01,-.02,.62,-.63,6.59,19.25%,33.82%,66.18%,60.63%,5,"5,076",0,6.59
.70,.01,-.01,.65,.90,21.46,18.38%,61.42%,38.58%,68.81%,35,"7,983",16.29,5.17,21.30,21.62,JAN 15,160,7.90,7.99,-.31,.01,-.02,.67,-.75,7.95,18.55%,38.75%,61.25%,69.11%,64,"5,248",0,7.945
.65,.01,-.01,.70,.90,17.89,17.62%,56.08%,43.92%,77.86%,76,"8,713",11.29,6.605,17.74,18.05,JAN 15,165,9.35,9.54,-.36,.01,-.02,.72,-.88,9.45,17.75%,44.02%,55.98%,78.02%,365,"8,041",0,9.445
.58,.01,-.01,.74,.87,14.58,16.83%,50.33%,49.67%,87.42%,23,"9,030",6.29,8.285,14.45,14.70,JAN 15,170,11.16,11.36,-.41,.01,-.02,.75,-1.02,11.26,17.03%,49.76%,50.24%,87.57%,233,"6,161",0,11.26
.52,.01,-.01,.76,.82,11.60,16.11%,44.18%,55.82%,97.40%,34,"5,379",1.29,10.31,11.48,11.72,JAN 15,175,13.27,13.48,-.48,.01,-.02,.76,-1.18,13.37,16.35%,55.84%,44.16%,97.44%,79,"2,025",0,13.375
.45,.01,-.01,.75,.74,8.96,15.41%,37.79%,62.21%,88.04%,11,"5,725",0,8.965,8.85,9.08,JAN 15,180,15.70,15.93,-.54,.01,-.02,.75,-1.35,15.82,15.69%,62.12%,37.88%,88.25%,19,438,3.71,12.105
.37,.01,-.01,.73,.65,6.71,14.74%,31.34%,68.66%,72.21%,14,"2,677",0,6.705,6.61,6.80,JAN 15,185,18.47,18.74,-.61,.01,-.02,.72,-1.53,18.61,15.06%,68.41%,31.59%,72.77%,9,680,8.71,9.895
.30,.01,-.01,.67,.54,4.83,14.12%,25.08%,74.92%,57.19%,16,"2,740",0,4.835,4.75,4.92,JAN 15,190,21.62,21.93,-.68,.01,-.02,.67,-1.71,21.78,14.50%,74.48%,25.52%,58.19%,2,805,13.71,8.065
.24,.01,-.01,.59,.44,3.37,13.58%,19.32%,80.68%,43.63%,107,"2,796",0,3.37,3.30,3.44,JAN 15,195,25.18,25.50,-.74,.01,-.01,.60,-1.89,25.34,14.05%,80.01%,19.99%,45.15%,14,225,18.71,6.63
.18,.01,-.01,.50,.34,2.27,13.11%,14.30%,85.70%,32.02%,18,"6,526",0,2.27,2.20,2.34,JAN 15,200,29.09,29.43,-.79,.01,-.01,.52,-2.05,29.26,13.71%,84.77%,15.23%,34.11%,0,476,23.71,5.55
.13,.01,.00,.41,.25,1.48,12.73%,10.20%,89.80%,22.65%,0,"3,088",0,1.485,1.42,1.55,JAN 15,205,33.32,33.67,-.84,.01,-.01,.44,-2.20,33.50,13.53%,88.58%,11.42%,25.40%,0,0,28.71,4.785
.09,.01,.00,.32,.18,.97,12.52%,7.16%,92.84%,15.78%,2,"2,478",0,.975,.91,1.04,JAN 15,210,37.81,38.16,-.87,.01,-.01,.36,-2.32,37.99,13.53%,91.39%,8.61%,19.01%,0,49,33.71,4.275

JAN 15  (443)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.70,.01,-.01,.65,.89,19.84,16.86%,61.81%,38.19%,68.17%,0,163,15.29,4.545,18.34,21.33,JAN 15,161,7.96,8.70,-.32,.01,-.02,.68,-.78,8.33,18.54%,39.92%,60.08%,71.08%,0,69,0,8.33
.68,.01,-.01,.67,.90,19.93,17.96%,59.44%,40.56%,72.18%,0,425,14.29,5.64,19.66,20.20,JAN 15,162,6.21,8.95,-.32,.01,-.02,.69,-.77,7.58,16.87%,39.47%,60.53%,70.36%,0,318,0,7.58
.67,.01,-.01,.68,.90,19.22,17.82%,58.36%,41.64%,74.01%,0,375,13.29,5.93,18.91,19.53,JAN 15,163,8.56,9.19,-.34,.01,-.02,.70,-.83,8.88,18.15%,41.93%,58.07%,74.50%,0,280,0,8.875
.66,.01,-.01,.69,.90,18.50,17.65%,57.29%,42.71%,75.83%,0,224,12.29,6.215,18.21,18.80,JAN 15,164,8.91,9.64,-.35,.01,-.02,.71,-.85,9.28,18.12%,43.10%,56.90%,76.47%,0,216,0,9.275
.65,.01,-.01,.70,.90,17.84,17.54%,56.14%,43.86%,77.75%,0,75,11.29,6.55,17.56,18.12,JAN 15,165,9.26,9.99,-.36,.01,-.02,.72,-.88,9.63,18.00%,44.21%,55.79%,78.33%,0,670,0,9.625
.58,.01,-.01,.74,.87,14.49,16.71%,50.38%,49.62%,87.33%,2,157,6.29,8.195,14.14,14.83,JAN 15,170,8.98,11.79,-.41,.01,-.02,.75,-1.01,10.38,15.86%,49.21%,50.79%,86.64%,0,970,0,10.385
.52,.01,-.01,.76,.81,11.53,16.02%,44.19%,55.81%,97.38%,0,164,1.29,10.235,11.06,11.99,JAN 15,175,13.19,13.74,-.48,.01,-.02,.76,-1.18,13.46,16.47%,55.85%,44.15%,97.46%,0,444,0,13.465
.45,.01,-.01,.75,.74,8.95,15.39%,37.78%,62.22%,88.02%,0,310,0,8.95,8.41,9.49,JAN 15,180,15.52,16.13,-.54,.01,-.02,.75,-1.35,15.83,15.70%,62.11%,37.89%,88.26%,3,177,3.71,12.115
.37,.01,-.01,.73,.65,6.79,14.86%,31.43%,68.57%,72.42%,0,209,0,6.79,6.36,7.22,JAN 15,185,18.46,19.22,-.61,.01,-.02,.73,-1.52,18.84,15.39%,68.18%,31.82%,73.32%,0,206,8.71,10.13
.30,.01,-.01,.67,.54,4.67,13.88%,24.80%,75.20%,56.54%,0,559,0,4.675,4.31,5.04,JAN 15,190,21.31,22.63,-.67,.01,-.02,.68,-1.70,21.97,14.79%,74.17%,25.83%,58.91%,0,0,13.71,8.26
.23,.01,-.01,.59,.44,3.33,13.51%,19.22%,80.78%,43.41%,0,0,0,3.33,2.92,3.74,JAN 15,195,24.88,26.20,-.73,.01,-.01,.61,-1.88,25.54,14.38%,79.57%,20.43%,46.17%,0,0,18.71,6.83
.18,.01,-.01,.51,.35,2.40,13.37%,14.71%,85.29%,32.93%,0,0,0,2.40,0,4.80,JAN 15,200,26.98,31.73,-.79,.01,-.01,.53,-2.04,29.35,13.89%,84.50%,15.50%,34.73%,0,0,23.71,5.645
.17,.01,-.01,.49,.32,2.40,14.78%,13.24%,86.76%,29.49%,0,0,0,2.40,0,4.80,JAN 15,205,31.25,35.80,-.84,.01,-.01,.44,-2.19,33.53,13.59%,88.47%,11.53%,25.63%,0,0,28.71,4.815
.16,.01,-.01,.47,.30,2.40,16.12%,12.05%,87.95%,26.75%,0,0,0,2.40,0,4.80,JAN 15,210,35.65,40.23,-.87,.01,-.01,.36,-2.33,37.94,13.40%,91.57%,8.43%,18.61%,0,0,33.71,4.23

JUN 15  (596)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.80,.01,-.01,.58,1.01,34.62,20.71%,69.80%,30.20%,53.59%,0,380,31.29,3.335,34.44,34.81,JUN 15,145,6.63,6.77,-.21,.01,-.01,.65,-.72,6.70,21.12%,30.74%,69.26%,54.48%,0,317,0,6.70
.77,.01,-.01,.65,1.08,30.61,20.00%,66.04%,33.96%,60.01%,0,0,26.29,4.315,30.43,30.78,JUN 15,150,7.77,7.93,-.25,.01,-.01,.70,-.84,7.85,20.42%,34.47%,65.53%,60.84%,0,359,0,7.85
.72,.01,-.01,.72,1.12,26.80,19.35%,61.92%,38.08%,66.97%,0,67,21.29,5.505,26.61,26.98,JUN 15,155,9.08,9.26,-.29,.01,-.01,.75,-.97,9.17,19.74%,38.50%,61.50%,67.65%,0,198,0,9.17
.68,.01,-.01,.77,1.14,23.18,18.70%,57.52%,42.48%,74.31%,1,14,16.29,6.89,23.00,23.36,JUN 15,160,10.60,10.78,-.33,.01,-.01,.80,-1.11,10.69,19.10%,42.83%,57.17%,74.86%,0,"5,084",0,10.69
.63,.01,-.01,.82,1.13,19.80,18.08%,52.84%,47.16%,82.00%,0,164,11.29,8.51,19.62,19.98,JUN 15,165,12.30,12.51,-.37,.01,-.02,.84,-1.27,12.40,18.45%,47.40%,52.60%,82.38%,0,863,0,12.405
.57,.01,-.01,.86,1.10,16.63,17.43%,47.94%,52.06%,89.90%,0,116,6.29,10.34,16.48,16.78,JUN 15,170,14.24,14.48,-.42,.01,-.02,.86,-1.44,14.36,17.83%,52.22%,47.78%,90.14%,0,"1,558",0,14.36
.52,.01,-.01,.87,1.05,13.75,16.81%,42.84%,57.16%,97.93%,0,270,1.29,12.46,13.61,13.89,JUN 15,175,16.43,16.69,-.47,.01,-.02,.87,-1.62,16.56,17.23%,57.19%,42.81%,97.98%,"2,000",157,0,16.56
.46,.01,-.01,.87,.98,11.16,16.23%,37.64%,62.36%,89.89%,0,805,0,11.165,11.03,11.30,JUN 15,180,18.91,19.18,-.53,.01,-.02,.87,-1.82,19.05,16.67%,62.26%,37.74%,90.15%,0,77,3.71,15.335
.40,.01,-.01,.85,.89,8.89,15.67%,32.43%,67.57%,76.59%,1,366,0,8.885,8.75,9.02,JUN 15,185,21.64,21.95,-.58,.01,-.02,.85,-2.02,21.80,16.12%,67.32%,32.68%,77.20%,0,19,8.71,13.085
.34,.01,-.01,.81,.78,6.90,15.12%,27.32%,72.68%,63.86%,0,254,0,6.90,6.78,7.02,JUN 15,190,24.72,25.03,-.63,.01,-.01,.81,-2.23,24.88,15.64%,72.23%,27.77%,64.94%,0,2,13.71,11.165
.28,.01,-.01,.75,.67,5.27,14.65%,22.51%,77.49%,52.12%,13,116,0,5.265,5.16,5.37,JUN 15,195,28.11,28.42,-.69,.01,-.01,.76,-2.43,28.27,15.23%,76.84%,23.16%,53.65%,5,32,18.71,9.555
.23,.01,-.01,.68,.56,3.91,14.19%,18.06%,81.94%,41.43%,1,10,0,3.905,3.81,4.00,JUN 15,200,31.78,32.10,-.73,.01,-.01,.69,-2.63,31.94,14.88%,81.05%,18.95%,43.52%,3,4,23.71,8.23
.18,.01,-.01,.59,.46,2.85,13.81%,14.16%,85.84%,32.21%,0,514,0,2.85,2.77,2.93,JUN 15,205,35.71,36.06,-.78,.01,-.01,.62,-2.82,35.88,14.59%,84.74%,15.26%,34.76%,0,1,28.71,7.175
.14,.01,.00,.50,.36,2.05,13.51%,10.88%,89.12%,24.57%,0,311,0,2.055,1.97,2.14,JUN 15,210,39.91,40.28,-.81,.01,-.01,.54,-3.00,40.09,14.44%,87.79%,12.21%,27.61%,0,0,33.71,6.385

JUN 15  (596)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.80,.01,-.01,.58,1.01,34.60,20.67%,69.86%,30.14%,53.49%,0,0,31.29,3.31,32.27,36.93,JUN 15,145,6.51,7.15,-.22,.01,-.01,.65,-.73,6.83,21.32%,30.99%,69.01%,54.91%,0,10,0,6.83
.77,.01,-.01,.65,1.08,30.59,19.98%,66.07%,33.93%,59.96%,0,0,26.29,4.30,28.46,32.72,JUN 15,150,7.61,8.24,-.25,.01,-.01,.70,-.84,7.92,20.53%,34.59%,65.41%,61.05%,0,0,0,7.925
.72,.01,-.01,.72,1.12,26.92,19.53%,61.73%,38.27%,67.28%,0,0,21.29,5.63,24.83,29.01,JUN 15,155,9.06,11.63,-.29,.01,-.02,.76,-1.01,10.34,21.29%,40.05%,59.95%,70.11%,0,0,0,10.345
.68,.01,-.01,.77,1.14,23.04,18.53%,57.68%,42.32%,74.06%,0,0,16.29,6.755,22.70,23.39,JUN 15,160,10.40,11.09,-.33,.01,-.01,.80,-1.11,10.75,19.17%,42.89%,57.11%,74.96%,0,0,0,10.745
.63,.01,-.01,.82,1.13,19.67,17.93%,52.94%,47.06%,81.84%,0,0,11.29,8.385,19.36,19.99,JUN 15,165,10.13,12.94,-.37,.01,-.01,.84,-1.25,11.53,17.41%,46.70%,53.30%,81.28%,0,0,0,11.535
.57,.01,-.01,.85,1.10,15.56,16.17%,48.44%,51.56%,89.10%,0,0,6.29,9.27,14.28,16.84,JUN 15,170,14.11,14.89,-.42,.01,-.02,.86,-1.44,14.50,17.99%,52.28%,47.72%,90.23%,0,64,0,14.50
.52,.01,-.01,.87,1.05,13.70,16.76%,42.85%,57.15%,97.92%,0,0,1.29,12.41,13.36,14.04,JUN 15,175,16.31,17.64,-.47,.01,-.02,.87,-1.63,16.97,17.70%,57.24%,42.76%,98.04%,0,0,0,16.975
.46,.01,-.01,.87,.97,11.05,16.10%,37.60%,62.40%,89.80%,0,0,0,11.05,10.76,11.34,JUN 15,180,18.81,19.60,-.52,.01,-.02,.87,-1.82,19.21,16.85%,62.22%,37.78%,90.25%,0,0,3.71,15.495
.41,.01,-.01,.86,.90,9.74,16.67%,32.97%,67.03%,77.92%,0,5,0,9.74,8.30,11.18,JUN 15,185,21.55,22.35,-.58,.01,-.02,.85,-2.02,21.95,16.30%,67.22%,32.78%,77.44%,0,0,8.71,13.24
.34,.01,-.01,.81,.78,6.83,15.03%,27.24%,72.76%,63.66%,0,0,0,6.825,6.51,7.14,JUN 15,190,22.74,25.34,-.65,.01,-.01,.80,-2.26,24.04,14.60%,73.16%,26.84%,62.71%,0,0,13.71,10.33
.28,.01,-.01,.75,.67,5.25,14.63%,22.49%,77.51%,52.06%,0,0,0,5.25,4.96,5.54,JUN 15,195,26.30,30.65,-.68,.01,-.01,.76,-2.42,28.48,15.51%,76.55%,23.45%,54.35%,0,0,18.71,9.765
.23,.01,-.01,.68,.56,3.95,14.26%,18.15%,81.85%,41.64%,0,0,0,3.95,3.66,4.24,JUN 15,200,29.91,34.40,-.73,.01,-.01,.70,-2.62,32.15,15.18%,80.67%,19.33%,44.42%,0,0,23.71,8.445
.19,.01,-.01,.60,.46,2.93,13.95%,14.36%,85.64%,32.69%,0,0,0,2.935,.53,5.34,JUN 15,205,33.63,38.30,-.78,.01,-.01,.62,-2.82,35.96,14.72%,84.57%,15.43%,35.17%,0,0,28.71,7.255
.16,.01,-.01,.54,.40,2.49,14.35%,12.08%,87.92%,27.32%,0,0,0,2.495,0,4.99,JUN 15,210,37.85,42.41,-.81,.01,-.01,.55,-2.99,40.13,14.50%,87.71%,12.29%,27.81%,0,0,33.71,6.42

DEC 15  (779)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.74,.01,-.01,.78,1.35,32.08,20.08%,61.95%,38.05%,65.96%,0,"8,306",26.29,5.79,31.87,32.29,DEC 15,150,10.34,10.55,-.27,.01,-.01,.84,-1.23,10.45,20.70%,38.74%,61.26%,67.04%,101,"2,686",0,10.445
.70,.01,-.01,.84,1.39,28.47,19.55%,58.15%,41.85%,72.20%,0,"3,371",21.29,7.18,28.27,28.67,DEC 15,155,11.84,12.08,-.30,.01,-.01,.88,-1.39,11.96,20.12%,42.40%,57.60%,73.04%,0,"1,480",0,11.96
.66,.01,-.01,.90,1.40,25.06,19.03%,54.17%,45.83%,78.63%,0,"8,442",16.29,8.77,24.86,25.26,DEC 15,160,13.55,13.78,-.34,.01,-.01,.92,-1.56,13.66,19.57%,46.24%,53.76%,79.26%,13,"2,075",0,13.665
.65,.01,-.01,.91,1.40,24.40,18.93%,53.36%,46.64%,79.93%,0,695,15.29,9.11,24.20,24.60,DEC 15,161,13.90,14.14,-.35,.01,-.01,.93,-1.60,14.02,19.45%,47.02%,52.98%,80.51%,0,402,0,14.02
.61,.01,-.01,.94,1.40,21.85,18.52%,50.06%,49.94%,85.18%,100,"6,151",11.29,10.565,21.65,22.06,DEC 15,165,15.40,15.67,-.38,.01,-.01,.96,-1.75,15.53,19.01%,50.22%,49.78%,85.59%,28,"6,746",0,15.535
.57,.01,-.01,.97,1.36,18.86,18.01%,45.85%,54.15%,91.77%,16,"4,129",6.29,12.565,18.67,19.04,DEC 15,170,17.50,17.76,-.42,.01,-.01,.98,-1.95,17.63,18.49%,54.32%,45.68%,91.99%,1,"1,060",0,17.63
.52,.01,-.01,.99,1.31,16.08,17.50%,41.57%,58.43%,98.32%,115,"5,465",1.29,14.79,15.90,16.26,DEC 15,175,19.74,20.05,-.46,.01,-.01,.99,-2.17,19.89,17.94%,58.48%,41.52%,98.37%,11,684,0,19.895
.47,.01,-.01,.99,1.24,13.54,17.00%,37.25%,62.75%,91.28%,74,"1,922",0,13.545,13.37,13.72,DEC 15,180,22.25,22.57,-.51,.01,-.01,.99,-2.39,22.41,17.44%,62.68%,37.32%,91.49%,10,699,3.71,18.70
.42,.01,-.01,.98,1.16,11.26,16.53%,32.96%,67.04%,79.88%,21,"10,162",0,11.26,11.10,11.42,DEC 15,185,25.01,25.32,-.56,.01,-.01,.98,-2.62,25.17,16.97%,66.86%,33.14%,80.37%,1,153,8.71,16.455
.37,.01,-.01,.95,1.06,9.22,16.06%,28.75%,71.25%,68.96%,38,"3,864",0,9.22,9.08,9.36,DEC 15,190,27.93,28.33,-.60,.01,-.01,.95,-2.85,28.13,16.49%,70.96%,29.04%,69.69%,0,165,13.71,14.42
.32,.01,-.01,.91,.95,7.46,15.64%,24.73%,75.27%,58.72%,0,"2,143",0,7.46,7.33,7.59,DEC 15,195,31.19,31.58,-.65,.01,-.01,.90,-3.09,31.38,16.08%,74.88%,25.12%,59.71%,0,160,18.71,12.675
.28,.01,-.01,.85,.84,5.97,15.26%,20.96%,79.04%,49.32%,18,"5,071",0,5.965,5.84,6.09,DEC 15,200,34.69,35.09,-.69,.01,-.01,.85,-3.33,34.89,15.73%,78.54%,21.46%,50.55%,0,286,23.71,11.18
.23,.01,-.01,.78,.72,4.70,14.90%,17.47%,82.53%,40.78%,5,659,0,4.695,4.59,4.80,DEC 15,205,38.42,38.82,-.73,.01,-.01,.79,-3.56,38.62,15.41%,81.91%,18.09%,42.26%,0,91,28.71,9.91
.19,.01,-.01,.70,.62,3.67,14.60%,14.38%,85.62%,33.30%,2,"4,598",0,3.665,3.57,3.76,DEC 15,210,42.37,42.79,-.76,.01,-.01,.72,-3.78,42.58,15.16%,84.90%,15.10%,35.01%,5,38,33.71,8.87

DEC 15  (779)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.74,.01,-.01,.79,1.35,32.32,20.39%,61.61%,38.39%,66.50%,0,103,26.29,6.03,30.41,34.23,DEC 15,150,10.20,10.95,-.27,.01,-.01,.84,-1.23,10.58,20.86%,38.90%,61.10%,67.30%,0,41,0,10.575
.70,.01,-.01,.84,1.39,28.31,19.36%,58.34%,41.66%,71.91%,0,75,21.29,7.02,26.62,30.00,DEC 15,155,11.75,14.35,-.31,.01,-.01,.89,-1.43,13.05,21.35%,43.52%,56.48%,74.73%,0,14,0,13.05
.66,.01,-.01,.90,1.40,25.19,19.18%,54.06%,45.94%,78.81%,0,458,16.29,8.90,24.50,25.88,DEC 15,160,11.57,15.82,-.34,.01,-.01,.92,-1.57,13.69,19.60%,46.27%,53.73%,79.29%,0,6,0,13.695
.65,.01,-.01,.91,1.40,25.14,19.74%,52.76%,47.24%,80.82%,0,3,15.29,9.85,23.86,26.42,DEC 15,161,13.65,14.55,-.35,.01,-.01,.93,-1.60,14.10,19.53%,47.09%,52.91%,80.60%,0,0,0,14.10
.62,.01,-.01,.94,1.40,20.79,17.39%,50.75%,49.25%,84.16%,0,94,11.29,9.50,19.43,22.15,DEC 15,165,15.08,16.06,-.38,.01,-.01,.96,-1.75,15.57,19.04%,50.24%,49.76%,85.62%,0,20,0,15.57
